text,label
"She didn’t respond to my email, so she must think I’m unprofessional.",Labeling
"I heard about a woman who got mugged in broad daylight, so I’m avoiding downtown entirely—even if it’s where all the good restaurants are.",Availability Heuristic
"I’ve already put so much effort into this project, I can’t abandon it now, even if it’s not working.",Sunk Cost Fallacy
"I feel like my life is falling apart, so it probably is.",Emotional Reasoning
I’ll start flossing after my next dentist appointment; it’s not urgent.,Optimism Bias
My bank account balance is lower than I expected. I must have been hacked.,Jumping to Conclusions
"I’ve been using this skincare routine for months, so I should keep going, even if my skin isn’t improving.",Sunk Cost Fallacy
I either have a perfect wardrobe or I have no sense of style at all.,Black-or-White Thinking
"If I don’t get this job, I’ll never find another one and will be unemployed forever.",Catastrophizing
"I can't believe my team lost the project bid—if only I had presented better, we might have won.",Personalization
"I was gonna vote for the other candidate, but then I saw the polls and figured maybe the majority knows best.",Bandwagon Effect
My business took off because I’m a born entrepreneur. It failed later because the economy is stacked against small guys like me.,Self-Serving Bias
I gained two pounds this week—proof that I’ll always be out of shape.,Labeling
"My neighbor’s kid got kidnapped, so I’m tracking my child’s phone 24/7—no way I’m letting that happen to us.",Availability Heuristic
This cold medicine will kick in soon; I don’t need to call in sick.,Optimism Bias
He didn’t comment on my post—he thinks I’m irrelevant and doesn’t value our friendship.,Catastrophizing
I got the promotion because I’m the hardest worker. I didn’t get the raise because my boss is stingy.,Self-Serving Bias
I’m fluent in Spanish because I’m great at languages. I bombed the French exam because the teacher didn’t explain anything.,Self-Serving Bias
"I should be able to stick to a budget, but I always cave and buy things I don’t need.",Should Statements
"I don’t like the new snack everyone’s eating, but since it’s all over my social media, I bought a pack to see what the hype is about.",Bandwagon Effect
"She didn’t invite me to her party, so I must not be important to her.",Labeling
"My friend’s marriage ended because of infidelity, so I’m convinced my partner is cheating—even though there’s no evidence.",Availability Heuristic
I shouldn’t feel this guilty for taking time for myself. But I always do.,Should Statements
"I don’t feel like I’m making progress in therapy, so it’s probably not working.",Emotional Reasoning
"I wasn’t going to get a facial, but after my sister and two friends raved about theirs, I booked one to see what the big deal is.",Bandwagon Effect
"I don’t like the new music my friends are into, but since they all say it’s the best thing ever, I’ve been listening to it more to see if I’m missing something.",Bandwagon Effect
"I don’t feel like I’m fun to be around, so my friends probably don’t enjoy my company.",Emotional Reasoning
"He didn’t say hi to me in the hallway, so he must be mad at me.",Labeling
"He didn’t smile at me, so he’s clearly in a bad mood with me.",Labeling
I was quiet in the group chat—now everyone thinks I’m boring and will exclude me.,Catastrophizing
"I saw a news segment about a dog attack, so I’m keeping my kid away from every dog we see—even the tiny, friendly ones.",Availability Heuristic
I’ll start exercising tomorrow; today I just don’t have the energy.,Optimism Bias
My partner didn’t ask about my day. They don’t care about me anymore.,Jumping to Conclusions
I should be able to handle criticism without getting upset. Why can’t I just take it?,Should Statements
"I’ve already spent hours on this video game, I can’t quit now, even if I’m not having fun.",Sunk Cost Fallacy
"I wasn’t planning to get a subscription box, but after my friend showed me hers and said everyone’s doing it, I signed up for one.",Bandwagon Effect
"My cousin’s car got stolen, so I’m installing a GPS tracker—even if it’s expensive.",Availability Heuristic
"My cousin’s startup failed, and now I’m convinced my side hustle is doomed too. Might as well quit while I’m ahead.",Availability Heuristic
My kid didn’t make the team. I should’ve pushed them harder to practice.,Personalization
"I was gonna keep my old laptop, but after seeing how slow it is compared to everyone else’s, I convinced myself I needed an upgrade.",Bandwagon Effect
She’ll say yes to the date—I’ve never had trouble getting a second one before.,Optimism Bias
"I was gonna stick with my usual vacation spot, but after hearing how many people went to this new destination, I changed my plans.",Bandwagon Effect
I’ll start investing when I’m older; I want to enjoy my money now.,Optimism Bias
"I saw a phone plan for $80 a month first, so now anything over $60 feels like a rip-off, even if it’s actually a better deal.",Anchoring Bias
"I saw a post about someone getting hacked on Instagram, so I’m deleting all my social media accounts—it’s not worth the risk.",Availability Heuristic
"I saw a concert ticket for $100 first, so now anything under $75 feels like a deal, even if it’s still expensive.",Anchoring Bias
"He didn’t hold the door for me, so he must be a rude person in general.",Black-or-White Thinking
"I just have this gut feeling that my partner is hiding something from me, even though I have no proof.",Emotional Reasoning
I got the scholarship because my essay was brilliant. They rejected my next application because the committee is corrupt.,Self-Serving Bias
"I had one bad experience with a dog, so I must be afraid of all dogs now.",Overgeneralization
"I’ve been trying to fix this leak for days, so I can’t call a plumber now, even if it’s getting worse.",Sunk Cost Fallacy
"I read that article about how exercise is the best medicine, but I’ve been working out for years and still feel awful. Must be something else.",Confirmation Bias
"I saw that car listed for $25,000 first, so when I found the same model for $22,000, I jumped on it—even though I later realized it’s way above my budget.",Anchoring Bias
I tried learning guitar and my fingers hurt. I’ll never be musical.,Overgeneralization
"I don’t think the new app is worth it, but since everyone in my group chat is using it, I downloaded it just to participate.",Bandwagon Effect
"My coworker’s kid got into a car accident, so I’m not letting my teenager drive—even if they have their license.",Availability Heuristic
The weather report is wrong; it won’t rain during our picnic.,Optimism Bias
"My neighbor’s house got robbed, so I’m installing cameras on every corner of my property—even the backyard shed.",Availability Heuristic
My credit score is fine; I don’t need to worry about that late payment.,Optimism Bias
"She didn’t laugh at my story, so I guess I’m just not interesting.",Black-or-White Thinking
"My first boss was a micromanager, so now I assume every new manager will be the same, even if they seem hands-off.",Anchoring Bias
"I woke up with this heavy feeling in my chest, so I know today is going to be awful at work.",Emotional Reasoning
"I saw a restaurant meal for $30 first, so now anything over $20 feels like a luxury, even if it’s reasonable.",Anchoring Bias
My car runs perfectly because I take care of it. It broke down because the mechanic did a shoddy job last time.,Self-Serving Bias
My date didn’t offer to split the bill. They think I’m cheap.,Jumping to Conclusions
"I saw a house listed for $400k first, so now anything under $350k feels like a bargain, even if it’s still out of my price range.",Anchoring Bias
The doctor said my test results were inconclusive. I must have done something wrong to cause this.,Personalization
I forgot my lunch at home—my coworkers will think I’m disorganized and incompetent.,Catastrophizing
"He didn’t agree with my idea, so he must think I’m stupid.",Labeling
"I got one bad review, and now I’ll never be a good writer.",Labeling
I don’t need to proofread my resume; it’s good enough as is.,Optimism Bias
I spilled coffee on my shirt—everyone at the meeting will think I’m a mess.,Catastrophizing
"My coworker keeps saying the project is on track, but I’ve seen the numbers—there’s no way we’re hitting the deadline.",Confirmation Bias
"I don’t think the new self-help book is helpful, but since my book club picked it and everyone’s raving, I’m pretending to like it.",Bandwagon Effect
"The team project failed. If I had just taken charge more, we might have succeeded.",Personalization
"I don’t actually believe in astrology, but since my whole book club is into it, I’ve started reading my horoscope just to join the conversation.",Bandwagon Effect
I don’t need to back up my files; my computer never crashes.,Optimism Bias
"The first time I tried sushi, I hated it, so I’ve never given it another chance, even though I know tastes change.",Anchoring Bias
The traffic won’t be bad this time—I’ll leave 10 minutes before my meeting starts.,Optimism Bias
I’m always early because I’m super organized. I was late today because the traffic in this city is impossible.,Self-Serving Bias
I either have a perfect social life or I’m a total loser with no friends.,Black-or-White Thinking
"He’s just late because of traffic, not because he forgot about our date.",Optimism Bias
"The first time I tried a new workout, I was sore for days, so now I avoid it, even though I know soreness fades.",Anchoring Bias
"She didn’t reply to my text, so she’s ghosting me.",Labeling
"I’ve been following this diet for months, so I should keep going, even if I’m not losing weight.",Sunk Cost Fallacy
"I don’t care what the experts say—I’ve been doing it this way for 20 years, and it works for me.",Confirmation Bias
"My friend says I’m too picky about dating, but I know what I want. Settling won’t make me happy.",Confirmation Bias
I said something awkward at the party; everyone thinks I’m weird now and will avoid me.,Catastrophizing
"I had one argument with my partner, and now I’m convinced our relationship is doomed.",Overgeneralization
"I read that book about minimalism, but it’s just not for me. I’ve always been someone who needs nice things around.",Confirmation Bias
My boss didn’t smile at me this morning. I must have messed up something big.,Personalization
"I left my keys at home; I’ll get locked out, and my whole day is ruined.",Catastrophizing
"I’ve already invested so much in this stock, I’ll hold onto it even though it keeps dropping.",Sunk Cost Fallacy
"She didn’t like my post, so she’s definitely ignoring me on purpose.",Labeling
"I don’t feel like my efforts are paying off, so I should stop wasting my time.",Emotional Reasoning
"She didn’t hug me back, so she must be mad at me.",Labeling
My art sold out because I’m a visionary. The gallery didn’t pick me for the next show because they’re stuck in the past.,Self-Serving Bias
I left my laptop at home—now my team thinks I’m irresponsible.,Labeling
"I saw a TV for $800 first, so now anything under $600 feels like a steal, even if it’s not the best quality.",Anchoring Bias
"I’ve been waiting for this package for weeks, so I can’t return it now, even if I don’t need it.",Sunk Cost Fallacy
"I made a typo in that email, so my boss probably thinks I’m incompetent.",Overgeneralization
"She didn't text me back in five minutes, so she must hate me.",Black-or-White Thinking
My friend didn’t laugh at my joke. They think I’m not funny.,Jumping to Conclusions
"I wasn’t planning to get a new hobby, but after seeing how many people at work are into pottery, I signed up for a class.",Bandwagon Effect
"I had one bad haircut, and now I’ll never find a stylist who gets me.",Overgeneralization
"I saw a post about someone getting a serious infection from a manicure, so I’m never going to a salon again—DIY or nothing.",Availability Heuristic
"I’ve been waiting for this job offer for months, so I have to take it, even if it’s not the right fit.",Sunk Cost Fallacy
"Either I save up $10,000 this year or I'm just terrible with money and always will be.",Black-or-White Thinking
"My friend says meditation helps with stress, but I tried it for a week and felt exactly the same. Waste of time.",Confirmation Bias
"My friend posted a picture without me, so they must not want me around.",Overgeneralization
"My doctor says my symptoms are just stress, but I know my body. There’s something else going on.",Confirmation Bias
"I don’t even like this hobby anymore, but I’ve spent so much money on equipment, I feel like I have to keep going.",Sunk Cost Fallacy
I spilled coffee on my shirt—now everyone thinks I’m a mess.,Labeling
"My stomach hurts a little; it’s definitely cancer, not just gas.",Catastrophizing
He’s just quiet; he’s not mad at me for canceling our plans.,Optimism Bias
She didn’t reply to my message fast enough; she’s clearly ghosting me.,Catastrophizing
My date ghosted me after our coffee meetup. I must have said something awkward or off-putting.,Personalization
"My friend says I’m too cynical, but I’ve been burned too many times to believe in fairy tales.",Confirmation Bias
"I shouldn’t have to ask for a raise. If I were good enough, they’d just give it to me.",Should Statements
I don’t need to stretch before lifting weights; I’ve never pulled a muscle.,Optimism Bias
I’m the best dancer because I’ve got rhythm. I messed up because the choreography was too hard.,Self-Serving Bias
"I’ll start eating healthier next week, but today I’ll just have fast food.",Optimism Bias
"I don’t feel like I’m a good friend, so my relationships are all fake.",Emotional Reasoning
I got the role in the play because I’m the most talented actor. I didn’t get the part in the film because the casting director has bad taste.,Self-Serving Bias
"I don’t feel excited about this relationship anymore, so it must not be right for me.",Emotional Reasoning
I don’t need to check my bank account; I’m sure I have enough for this impulse buy.,Optimism Bias
I forgot to return that call. They’re never going to speak to me again.,Jumping to Conclusions
I didn’t get a response to my job application. They must have laughed at my resume.,Jumping to Conclusions
"I heard about a woman who got a blood clot from flying, so I’m never taking a long flight again—even if it means missing family events.",Availability Heuristic
"I feel like my friends are only talking to me out of pity, so I should stop reaching out.",Emotional Reasoning
My skin broke out today—I’ll never have clear skin and will be ugly forever.,Catastrophizing
I tried writing a story and it was terrible. I’ll never be a good writer.,Overgeneralization
"The first time I tried running, I couldn’t even make it a mile, so I assumed I’d never be good at it—even though I’ve since built up to 5Ks.",Anchoring Bias
"The stock market always bounces back, so I’m not worried about this dip.",Optimism Bias
"I didn’t get into my top school, so I’m not smart enough for anything.",Labeling
I’m always the one who plans the trips because I’m the most organized. The vacation was a disaster because my friends didn’t follow the itinerary.,Self-Serving Bias
I have a cramp. It’s definitely appendicitis.,Jumping to Conclusions
He’ll come around to my point of view; he just needs to think about it.,Optimism Bias
I either have a perfect work-life balance or I’m failing at everything.,Black-or-White Thinking
"I saw a used bike for $300 first, so now anything over $200 feels like too much, even if it’s in much better condition.",Anchoring Bias
"I didn’t get the job, which means I’m not talented enough for anything.",Labeling
"All my friends who tried keto lost weight, so it’s obviously the best diet. The ones who didn’t succeed just didn’t stick with it.",Confirmation Bias
"I didn’t get the discount. It’s because I didn’t ask nicely enough, even though the cashier was strict.",Personalization
"The first time I went to a networking event, I felt awkward, so now I avoid them entirely, even though I know they get easier.",Anchoring Bias
"She didn’t like my gift, so now I know she doesn’t appreciate anything I do.",Black-or-White Thinking
The bus is late; I’m going to miss my flight and my whole vacation is ruined.,Catastrophizing
"My boss says I’m not a team player, but I’m the only one who actually gets things done around here.",Confirmation Bias
She’s just tired; she’s not avoiding me after that fight.,Optimism Bias
"I’ve been using this app for months, so I should keep paying for it, even if I don’t use it anymore.",Sunk Cost Fallacy
I coughed once this morning. It’s definitely the start of something terrible.,Jumping to Conclusions
My partner didn’t kiss me goodbye. They must be falling out of love with me.,Jumping to Conclusions
"She canceled our plans last minute, so she’s obviously flaky.",Labeling
I either have a spotless driving record or I’m the worst driver on the road.,Black-or-White Thinking
I can’t just enjoy my vacation. I should be checking emails and staying on top of work.,Should Statements
"The first time I tried yoga, I couldn’t do a single pose, so I wrote it off as not for me, even though I’ve since gotten better.",Anchoring Bias
"I can’t just say no to plans. I should be more social, even if I don’t feel like it.",Should Statements
I’ll start meditating next month; I don’t have time this week.,Optimism Bias
My stomach’s been in knots all morning—something must be seriously wrong with my health.,Emotional Reasoning
"I don’t trust that politician—every time they open their mouth, they’re lying. I saw through them from the start.",Confirmation Bias
"I can’t just sit here doing nothing. I should be productive, even if I’m exhausted.",Should Statements
"I don’t even like pumpkin spice, but I bought a latte anyway because the line was out the door—guess everyone else knows something I don’t.",Bandwagon Effect
I misplaced my wallet—proof that I can’t handle adulting.,Labeling
"I don’t feel like my work is appreciated, so I should just quit.",Emotional Reasoning
I tried fixing something in my house and made it worse. I’m just not handy.,Overgeneralization
"I saw three people get laid off this week, so I’m definitely next—no point even trying to impress my boss anymore.",Availability Heuristic
"I read about a man who got scammed by a fake charity, so I’m never donating to anything again—even if it’s a cause I care about.",Availability Heuristic
"I don’t think the new workout class is effective, but since my whole friend group is going, I signed up to avoid feeling left out.",Bandwagon Effect
I didn’t get the part in the play. The director must think I’m untalented.,Personalization
"I’ve already spent so much on this car repair, I might as well fix the rest of it instead of buying a new one.",Sunk Cost Fallacy
"I read about a woman who got scammed by a contractor, so I’m not hiring anyone for home repairs—even if it takes me months to fix things.",Availability Heuristic
"I’ve been in this toxic work environment for too long—I can’t leave now, I’ve already put in so much time.",Sunk Cost Fallacy
"I didn’t get the grant. It’s because my proposal wasn’t compelling enough, even though the competition was fierce.",Personalization
"I don’t feel like I’m good enough for this promotion, so I probably won’t get it.",Emotional Reasoning
"My first relationship lasted five years, so now I assume anything shorter than that isn’t ‘real,’ even if it was meaningful.",Anchoring Bias
"I saw a wedding venue for $10k first, so now anything under $8k feels like a great deal, even if it’s still too expensive.",Anchoring Bias
I’m the best dancer in the studio because I’ve got natural rhythm. I messed up the routine because the choreographer made it too complicated.,Self-Serving Bias
"I made one mistake at work, so my whole team must think I’m useless.",Catastrophizing
The meeting went badly because I didn’t speak up enough. Everyone probably thinks I’m incompetent now.,Personalization
I’m the best at trivia because I’m a walking encyclopedia. I lost the game because the questions were rigged.,Self-Serving Bias
My friend posted about their new hobby. They’re trying to make me feel left out.,Jumping to Conclusions
My garden thrives because I’ve got a green thumb. The plants died because the soil in this neighborhood is toxic.,Self-Serving Bias
"I’ve been waiting for this sale for weeks, so I have to buy something, even if I don’t need it.",Sunk Cost Fallacy
"My coworker says I’m too intense, but if I don’t push hard, we’ll never meet our goals. They’re just lazy.",Confirmation Bias
My boss didn’t acknowledge my hard work. They think I’m lazy.,Jumping to Conclusions
"My first internship was unpaid, so now I assume all internships are exploitative, even if they’re actually paid and valuable.",Anchoring Bias
"I read one story about a plane engine failing, and now I’m terrified to book my flight next month. Maybe I’ll just drive.",Availability Heuristic
"The odds of winning the lottery are low, but someone has to win—why not me?",Optimism Bias
"I feel like I’m failing as a parent, so I must be doing something wrong.",Emotional Reasoning
"I tried that new workout everyone’s raving about, but I didn’t see any results. Must not work for my body type.",Confirmation Bias
I shouldn’t need to write everything down. A good employee would remember all these details.,Should Statements
I didn’t get a Christmas card from my in-laws. They must hate me.,Jumping to Conclusions
"My partner didn’t compliment me today, so they must not love me anymore.",Overgeneralization
"I feel like my friends are talking about me behind my back, so I can’t trust them.",Emotional Reasoning
The Wi-Fi is slow; the whole project is going to fail because of this.,Catastrophizing
"I didn’t hit my step goal today, so I’m a failure at fitness.",Labeling
My cousin didn’t like my gift. I must have terrible taste or didn’t put enough thought into it.,Personalization
"I didn’t run as far as I planned, so I’m a failure at running.",Labeling
"I’ve already spent three days on this DIY project—if I stop now, all that effort will be wasted.",Sunk Cost Fallacy
I shouldn’t need to take medication. I should just tough it out like everyone else.,Should Statements
The odds of getting audited are low; I’ll take the risk with this deduction.,Optimism Bias
"I should be happy with what I have, but I just can’t stop comparing myself to others.",Should Statements
I lost 10 pounds this month because I’ve got insane willpower. The scale won’t budge now because my metabolism is broken.,Self-Serving Bias
"I tried meditation once, and it didn’t work. I’m just not the type of person who can relax.",Overgeneralization
My team won the game because I carried them with my clutch plays. We lost the next one because the refs were blind.,Self-Serving Bias
"My coworker’s kid got a bad reaction to a vaccine, so I’m skipping all of them for my child—no way I’m risking that.",Availability Heuristic
"He didn’t say thank you, so he must be an ungrateful person.",Black-or-White Thinking
"He didn’t call on my birthday, so he doesn’t care about me at all.",Labeling
"If I don’t finish this book by the end of the month, I’m just not smart enough to read it.",Black-or-White Thinking
My coworker didn’t include me in that email chain. They’re excluding me on purpose.,Jumping to Conclusions
"I can’t believe I didn’t get an A on that test. I should’ve studied harder, even if I was sick.",Should Statements
I have a pimple; no one will ever find me attractive again.,Catastrophizing
I didn’t get a reply to my DM. They’re pretending I don’t exist.,Jumping to Conclusions
"My boss gave me one piece of feedback, so clearly I’m terrible at my job and should just quit.",Overgeneralization
"I don’t like the taste of kombucha, but since it’s all over my social media, I keep buying it hoping I’ll acquire the taste.",Bandwagon Effect
"My kid’s teacher says they’re doing fine, but I see how they struggle with homework. She’s just not paying attention.",Confirmation Bias
My blog went viral because my writing is compelling. It’s not getting traction now because the internet is oversaturated.,Self-Serving Bias
I either have a perfect relationship or I’m doomed to be alone forever.,Black-or-White Thinking
"He didn’t reply to my text for an hour, so he must be ignoring me on purpose.",Black-or-White Thinking
"I woke up feeling anxious, so there must be something wrong with me.",Emotional Reasoning
"I heard about a family whose house burned down because of a space heater, so I’m unplugging everything at night now.",Availability Heuristic
I didn’t get invited to that party. They all think I’m boring.,Jumping to Conclusions
"She didn’t smile at me, so she must think I’m weird or annoying.",Black-or-White Thinking
